crews,popularity,imdb_avgRating
Vik,0.6,7.1
Vikas Sharma,0.6,5.4
Vikas Surajbali Nag,0.6,7.1
Vikas Vinod Singh,0.6,4.5
Vikash Dhorasoo,0.6,6.2
Vikash Patel,0.6,7.2
Vikki Barrett,0.98,4.8
Vikram Bhatt,0.8279999999999998,4.858823529411764
Vikram Biswas,0.6,4.533333333333333
Vikram Chandra,0.6,7.1
Vikram Chopra,0.6,3.3
Vikram Dharma,0.6,6.6000000000000005
Vikram Gaikwad,0.6,
Vikram Jayanti,0.98,7.05
Vikram Mehra,0.6,7.2
Vikram Mor,0.6,
Vikram Parmar,0.6,1.7
Vikram Phadnis,0.6,3.6
Vikram Sood,0.6,4.9
Vikram Zutshi,0.6,3.5
Vikramaditya Motwane,1.094,7.6
Vikraman,0.6,5.675
Vikrant Chopra,0.6,4.0
Vikrant Mathur,0.6,2.6
Viktor Bodó,0.604,6.0
Viktor Cervenka,0.6,3.4
Viktor Chouchkov,0.6,3.9
Viktor Drozdov,0.6,6.6
Viktor Dyk,0.608,4.5
Viktor Ekrt,0.6,6.7
Viktor Erofeyev,0.6,3.5
Viktor Giacobbo,0.6,5.9
Viktor Ginzburg,1.4,6.8
Viktor Glukhov,0.6,5.5
Viktor Goltsman,0.6,6.0
Viktor Ivanov,1.28,5.833333333333333
Viktor Izvekov,0.6,6.6
Viktor Kajtazaj,0.6,4.4
Viktor Kossakovsky,0.6,7.4
Viktor Krištof,0.6,8.2
Viktor Lakisov,0.828,4.633333333333334
Viktor Lebedev,0.6,6.3
Viktor Merezhko,0.84,6.1
Viktor Muzhchil,0.6,6.3
Viktor Nagy,0.6,5.45
Viktor Oszkár Nagy,0.6,
Viktor Pelevin,0.6,6.8
Viktor Petrov,0.6,5.7
Viktor Polesný,0.6,5.3
Viktor Rakonczai,0.6,3.2
Viktor Schwarz,0.6,7.1
Viktor Seastrom,0.6,2.6
Viktor Sergeev,0.6,6.699999999999999
Viktor Shamirov,0.6,6.6
Viktor Shestopyorov,0.98,6.1
Viktor Smirnov,0.6,6.6
Viktor Sorokin,0.6,4.1
Viktor Tatarsky,0.828,
Viktor Veretennikov,0.6,6.3
Viktor Walter,0.6,2.3
Viktor Yorkin,0.6,7.1
Viktoras Radzevičius,0.6,6.0
Viktoria Marakomihelaki,0.6,6.3
Viktoria Mattila,0.6,6.5
Viktoriya Leshchenko,0.6,6.4
Viktoriya Lupik,0.6,6.8
Viktors Grībermans,0.6,7.8
Viktória Petrányi,0.6,5.55
Vilius Mačiulskis,0.6,3.7
Viljar Sepp,0.6,7.9
Vilma Martínez,0.6,4.4
Vilmos Csaplár,0.6,5.4
Vilmos Zsigmond,0.9800000000000002,6.655555555555556
Vilsoni Hereniko,0.6,5.8
Vilém Postránecký,0.6,
Vimal Rambo,0.6,7.3
Vimala Perumal,0.6,7.1
Vimukthi Jayasundara,0.6,6.2
Vin Crease,0.6,3.6
Vin Diesel,18.72,6.324999999999999
Vin Sorrentino,0.6,6.2
Vin Vescio,0.6,2.4
Vinay,0.6,3.7
Vinay Babu,0.6,6.4
Vinay Bharadwaj,0.6,6.4
Vinay Choudary,0.6,7.2
Vinay Jayaram,0.6,7.0
Vinay Mehta,0.98,5.9
Vinay Mudgil,0.6,3.5
Vinay Shukla,0.694,3.4
Vinay Singh Chuphal,0.6,3.8
Vinay Tiwari,0.6,3.7
Vinay Vinayak,0.6,3.8
Vinayak Sasikumar,0.6,
Vinayak Sreenivasan,0.6,6.0
Vinayan,0.5999999999999999,4.276923076923077
Vinca Wiedemann,0.6,5.6
Vince Balzano,1.4,5.5
Vince Cupone,1.388,7.1
Vince Deadrick Jr.,1.4,5.8
Vince Di Clemente,0.6,5.9
Vince Di Meglio,0.6,4.699999999999999
Vince Filippone,0.6,4.699999999999999
Vince Gilligan,3.169,6.4
Vince Jolivette,1.3999999999999997,5.433333333333334
Vince Junkins,1.22,6.1
Vince Liebhart,0.6,5.4
Vince McKewin,0.6,6.6
Vince McMahon,2.549,5.92
Vince Neil,1.4,7.0
Vince P. Maggio,0.6,5.6
Vince Palomino,0.6,5.4
Vince Parenti,0.6,6.5
Vince Ravine,0.6,3.7
Vince Rogala,0.6,8.6
Vince Tempera,0.6,6.2
Vince Vaughn,4.376,5.8500000000000005
Vincent Artaud,0.6,6.4
Vincent Asis,0.6,5.8
Vincent Bal,0.605,6.8
Vincent Balestri,0.6,8.1
Vincent Bersoulle,0.84,6.9
Vincent Biron,0.6,6.1
Vincent Blasco,0.694,7.9
Vincent Cahay,0.6,6.300000000000001
Vincent Campanella,0.6,4.9
Vincent Cassel,7.068,6.550000000000001
Vincent Chiu,0.6,6.5
Vincent Chui,0.6,6.5
Vincent Cirrincione,0.6,4.8
Vincent Cosson,0.6,7.05
Vincent Courtois,0.608,6.1
Vincent Creazzo,0.6,4.7
Vincent DeFelice,0.6,6.0
Vincent Delerm,0.6,6.4
Vincent Desagnat,1.708,4.7
Vincent Deyveax,0.6,7.0
Vincent Di Rosa,0.6,3.7
Vincent Dietschy,0.6,6.1
Vincent Dieutre,0.6,5.7
Vincent E. Toto,0.6,4.6
Vincent Foster,0.6,5.3
Vincent Fremont,0.6,7.2
Vincent G. Cox,0.6,3.4
Vincent Gallo,5.058,6.2
Vincent Garenq,0.694,6.5
Vincent Gatewood,0.6,
Vincent Giarrusso,0.6,6.1
Vincent Goodyer,0.6,8.2
Vincent Guignard,0.6,
Vincent Guillon,0.6,6.8
Vincent Gérard,0.6,7.0
Vincent Hirsch,0.6,7.1
Vincent Insalaco,0.6,6.3
Vincent Jay Miller,0.6,5.1
Vincent Jennings,0.6,4.7
Vincent Juillet,0.6,5.2
Vincent Kok,1.4000000000000001,5.8374999999999995
Vincent Landay,0.6,6.7
Vincent Lannoo,0.6,6.449999999999999
Vincent Lascoumes,0.98,6.5
Vincent Laurence,0.6,7.0
Vincent Lee,0.6,7.2
Vincent Lindon,2.663,5.85
Vincent Lobelle,0.6,5.3
Vincent Mai,0.6,6.35
Vincent Masciale,0.656,5.9
Vincent Mateu-Ferreur,0.6,2.0
Vincent Mathias,0.6,5.925
Vincent Mazel,0.6,5.699999999999999
Vincent Newman,0.6,5.4
Vincent Niño,0.6,
Vincent Pagano,0.6,4.8
Vincent Palmo Jr.,0.98,6.333333333333333
Vincent Paronnaud,1.131,6.7
Vincent Patar,1.38,6.9
Vincent Peranio,1.4,5.775
Vincent Perez,1.833,6.05
Vincent Pluss,0.6,6.1
Vincent Poon,0.6,7.1
Vincent Poymiro,0.6,6.0
Vincent Prezioso,0.98,5.5
Vincent R. Nebrida,0.6,5.65
Vincent Ravalec,0.6,5.0
Vincent Regan,5.642,6.4
Vincent Rocca,0.6,4.4
Vincent Roget,0.6,5.8
Vincent Rubino,0.6,4.6
Vincent Sassone,0.6,5.8
Vincent Schmidt,0.6,7.8
Vincent Scordia,0.828,2.5
Vincent Sheehan,0.98,6.050000000000001
Vincent Struelens,0.6,5.4
Vincent Sullivan,0.629,4.2
Vincent Tavier,0.6,6.3
Vincent Tulli,0.652,6.65
Vincent Vittorio,0.6,7.55
Vincent Wang,0.694,6.3
Vincent Wang Tsung,0.6,6.933333333333334
Vincent Ward,1.4,6.85
Vincent Watts,0.6,5.9
Vincent Wrenn,0.6,4.8
Vincent de Brus,0.694,4.85
Vincent de Jesus,0.6,7.0
Vincent de Pater,0.6,6.333333333333333
Vincent del Rosario III,0.6,
Vincent van Warmerdam,0.6,6.05
Vincente Stasolla,0.6,6.5
Vincenzo Cerami,0.7939999999999999,5.9
Vincenzo Marano,0.6,5.7
Vincenzo Marra,0.6,5.8999999999999995
Vincenzo Natali,2.65,6.533333333333334
Vincenzo Pardini,0.6,6.6
Vincenzo Salemme,1.586,5.75
Vincenzo Santo,0.6,6.7
Vincenzo Terracciano,0.6,6.9
Vincenzo Urselli,0.6,6.4
Vincenzo de Pagliara,0.6,4.9
Vinci Vogue Anžlovar,0.6,4.5
Vindhyan,0.6,4.95
Vineeth Sreenivasan,1.0210000000000004,5.7
Ving Rhames,5.944,4.5
Vinh Quoc Nguyen,0.6,7.0
Vinicius Brum,0.6,6.2
Vinicius Mainardi,0.6,5.0
Vinit Borrison,0.6,5.6
Vinko Brešan,0.6,7.1
Vinko Möderndorfer,0.6,6.3
Vinnie Bilancio,1.176,6.0
Vinnie Malhotra,0.6,7.5
Vinnie Smith,0.6,5.2
Vinny Murphy,0.6,6.3
Vinny Smith,0.6,6.1
Vinod Bachchan,0.6,5.6
Vinod Bhanushali,0.6,5.9
Vinod Guruji,0.6,6.7
Vinod Illampally,0.6,8.0
Vinod Mangalath,0.6,5.1
Vinod Pande,1.38,3.5999999999999996
Vinod Ranganathan,0.6,6.0
Vinod Rathod,0.6,5.6
Vinod Shah,0.6,4.1
Vinod Sharma,0.6,2.3
Vinod Sukumaran,0.6,7.0
Vinod Vijayan,0.6,5.2
Vinoth Rajkumar,0.6,7.4
Vinoth Rathnasamy,0.6,7.3
Vinson Pike,0.6,5.0
Vinta Nanda,0.98,6.1
Vinu Kiriyath,0.6,3.3499999999999996
Vinyet Escobar,0.6,
Vinz Feller,0.6,3.8
Vinícius França,0.6,6.5
Vinícius Reis,0.98,6.8
Viola Jäger,0.6,6.3
Viola Lütten,0.6,6.1
Viola Prestieri,0.6,6.333333333333333
Viola Rock,1.094,6.2
Violaine Corradi,0.6,6.4
Violet Ortiz,0.6,6.7
Violet Wang,0.6,
Violeta Barca-Fontana,0.6,5.2
Violeta Cincioni,0.6,8.6
Violeta Gauvry,0.6,6.5
Violeta Marinescu,0.6,5.3
Violeta Parra,0.6,6.5
Violeta Rusinova,0.6,4.8
Viorel Ghiocel,0.6,7.9
Viorel Sergovici,0.6,4.916666666666667
Viorica Meșină,0.6,7.4
Viorica Petrovici,0.6,5.4
Vipin Anand,0.6,4.4
Vipin Mohan,1.96,5.000000000000001
Vipin Parashar,0.6,5.4
Vipin V Nair,0.6,5.1
Vipind V. Raj,0.6,5.5
Viplav Nyshadam,0.6,7.5
Vipul Amrutlal Shah,1.4,6.65
Vipul D. Shah,0.6,7.55
Vipul D.Shah,0.6,7.5
Vir Chopra,0.6,8.1
Viraj Singh,0.6,6.3
Virat Raj Gupta,0.6,5.2
Virendra Gharse,0.6,5.15
Virendra Prajapati,0.6,6.0
Virgil L. Harper,0.6,2.1
Virgil Nicolaescu,0.6,8.5
Virgil Popa,0.6,6.8
Virgil Widrich,0.694,6.2
Virginia Abramovich,0.6,7.7
Virginia B. Johnson,0.6,6.0
Virginia C. Andrews,0.6,5.7
Virginia Cook,0.6,5.2
Virginia Egan,0.6,4.9
Virginia Flores,0.6,5.699999999999999
Virginia Holmes,0.98,7.25
Virginia Katz,0.6,6.0
Virginia Korus Spragg,1.052,7.0
Virginia Landis Albertson,1.4,5.75
Virginia Limberger,0.6,
Virginia Loane,0.6,7.2
Virginia Lok,0.6,6.0
Virginia Madsen,4.851,5.0
Virginia Martin,0.6,7.4
Virginia Pitzer,0.6,
Virginia Re,0.6,5.2
Virginia Vogwill,0.6,4.5
Virginia Whitwell,0.6,7.8
Virginie Arnaud,0.648,7.0
Virginie Besson-Silla,1.009,6.125
Virginie Charifi,0.6,7.5
Virginie Despentes,0.6,5.233333333333333
Virginie Legeay,0.6,6.5
Virginie Montel,1.048,7.4
Virginie Rouffignac,0.6,6.9
Virginie Saint-Martin,0.6,6.466666666666666
Virginie Surdej,0.98,7.25
Virginie Toc,0.6,6.9
Virginie Wagon,1.176,6.1
Virko Balei,0.6,5.1
Virna Molina,0.6,8.0
Viroj Thongsiew,0.6,4.05
Virpi Hämeen-Anttila,0.6,6.1
Virág Dőry,0.6,6.4
Visa Koiso-Kanttila,0.6,6.9
Vishal Bhandari,0.6,7.0
Vishal Bhardwaj,1.4000000000000001,6.863636363636365
Vishal Dadlani,0.9546666666666669,5.360000000000001
Vishal Desai,0.6,7.4
Vishal Inamdar,0.6,5.4
Vishal Punjabi,1.4,7.0
Vishal Sinha,0.6,7.8
Vishal Vijay Kumar,0.6,6.8
Vishka Asayesh,0.6,5.3
Vishnu Govind,0.6,6.85
Vishnu Manchu,0.6,5.3
Vishnu Narayanan,0.6,6.4
Vishnu S Rajan,0.6,6.0
Vishnu Sri K,0.6,3.0
Vishnuvardhan,0.6,7.15
Vishnuvardhan Induri,0.98,
Vishram Mondkar,0.6,4.1
Vishram Sawant,0.98,6.699999999999999
Vishwas Anil,0.6,7.1
Visnu Ibarra,0.6,
Visute Poolvoralaks,0.6,6.25
Visuttchai Boonyakarnjawa,0.6,6.4
Visvaldis Zarakovskis,0.6,7.3
Viswanathan Vaduthala,2.92,2.8
Vitali Melnikov,1.094,7.3
Vitaliano Trevisan,0.6,6.8
Vitaliy Sidorenko,0.6,6.0
Vitaliy Versace,0.6,1.4
Vitaliy Zimovets,0.6,6.3
Vitaly Gulmasyan,0.6,5.8
Vitaly Koshman,0.6,6.8
Vitaly Mansky,0.694,7.0
Vitaly Melnikov,0.6,6.8
Vitaly Moskalenko,0.694,5.8
Vitaly Mukhametzyanov,0.6,6.0
Vitaly Roshchupkin,0.6,4.6
Vitaly Rosset,0.6,3.1
Vitaly Shchurov,0.6,6.8
Vitaly Shlyappo,0.6,6.7
Vitaly Suslin,0.6,4.6
Vitaly Vasilchenko,0.6,5.9
Vitaly Vinogradov,0.6,
Vitaly Vorobyev,0.694,6.2
Vitelbo Vázquez,0.6,4.0
Vito Acconci,0.6,7.7
Vito Cajili,0.5999999999999999,6.528571428571428
Vito Colomba,0.6,6.3
Vito Quintans,0.6,5.5
Vito Trabucco,1.24,4.633333333333333
Vito Zagarrio,0.6,6.9
Vitor Brandão Santos,0.6,
Vitor Navas,0.6,6.6
Vitor Silva,0.6,7.0
Vitor van der Put,0.6,6.3
Vittorino Andreoli,0.6,6.0
Vittorio Cecchi Gori,0.84,5.1
Vittorio Cosma,0.98,6.3
Vittorio De Seta,1.166,6.7
Vittorio Franceschi,0.6,6.9
Vittorio Giacci,0.6,7.0
Vittorio Moroni,0.6,6.6
Vittorio Omodei Zorini,0.6,6.35
Vittorio Storaro,0.9800000000000001,5.116666666666666
Vittorio Taviani,0.98,6.6
Viva Westi,0.828,5.7
Vivek,0.6,6.683333333333334
Vivek Agnihotri,0.994,4.8
Vivek B Agrawal,0.6,4.1
Vivek Harshan,0.6,6.25
Vivek Mohan,0.6,8.5
Vivek Philip,0.6,5.9
Vivek Shah,0.6,6.8
Vivek Shauq,0.838,6.6
Vivek Singhania,0.6,3.7
Vivek Siva,0.694,5.1000000000000005
Viveka,0.6,6.2
Viveka Frost,0.6,
Vivi Drăgan Vasile,0.6,6.775
Vivi Stafford,0.6,7.2
Vivian Baker,0.695,6.0
Vivian Chang,0.6,6.6
Vivian Golombek,0.6,6.433333333333334
Vivian Kyinn,0.6,5.9
Vivian Naefe,0.665,6.333333333333333
Vivian Nishi,0.6,7.0
Vivian Perl,0.6,1.7333333333333334
Vivian Schiller,0.6,6.9
Vivian Trimble,0.6,6.5
Vivian Williams,0.98,5.699999999999999
Viviana Cordero,0.6,6.5
Viviane Candas,0.6,3.5
Viviane Vanfleteren,0.6,7.8
Viviane Zingg,0.6,6.8
Vivianne Jundi,0.728,6.4
Vivianne Morin,0.6,6.4
Vivien Mepham,0.6,6.1
Vivienne LaRoche,0.6,7.2
Vivienne Roumani,0.6,6.9
Vivin S. R.,0.6,7.8
Việt Linh,0.6,7.6
Vjekoslav Vrdoljak,0.6,6.550000000000001
Vlad Gliga,0.6,6.8
Vlad Halamov,0.6,7.3
Vlad Lullaby,0.6,7.6
Vlad Pisarik,0.6,5.5
Vlad Păunescu,0.6,5.0
Vlad Yudin,1.266,7.5
Vladan Nikolić,0.6,6.5
Vladan Radović,0.694,6.1
Vladan Vála,0.6,6.1
Vladas Naudžius,0.6,7.3
Vladilen Arsenev,0.6,5.7
Vladimir Arsenijević,0.6,3.8
Vladimir Auque,0.6,
Vladimir Bashta,0.6,5.6
Vladimir Basov Jr.,0.982,5.85
Vladimir Blaževski,0.6,7.1
Vladimir Bogomolov,0.6,7.5
Vladimir Bragin,0.6,6.3
Vladimir Carvalho,0.6,7.1
Vladimir Chekasin,0.6,6.7
Vladimir Cheremis,0.6,8.1
Vladimir Cosma,0.6,5.457142857142857
Vladimir Dashkevich,0.6,7.6
Vladimir Dmitrievsky,0.6,6.4
Vladimir Dudincev,0.6,6.6
Vladimir Duranovic,0.6,
Vladimir Eryomin,0.6,5.8
Vladimir Esinov,0.6,4.1
Vladimir Filippov,0.6,7.3
Vladimir Flores,0.6,
Vladimir Fokin,0.6,5.2
Vladimir Gagurin,0.6,5.6
Vladimir Golounin,0.6,6.8
Vladimir Golov,0.6,7.1
Vladimir Golovnitsky,0.6,6.966666666666666
Vladimir Grammatikov,0.6,5.7
Vladimir Gudilin,0.6,6.6
Vladimir Ignatiev,0.6,6.3125
Vladimir Kartashov,0.6,5.25
Vladimir Khotinenko,0.6,6.7
Vladimir Kilburg,0.6,3.9
Vladimir Kislitsyn,0.6,6.2
Vladimir Klimov,0.6,6.34
Vladimir Kozlov,0.6,6.7
Vladimir Kunin,0.6,6.1
Vladimir Kuptsov,0.6,4.95
Vladimir Logvinovich,0.6,
Vladimir Malyshev,0.6,6.25
Vladimir Martynov,0.647,6.65
Vladimir Mashkov,1.04,7.6
Vladimir Maslov,0.6,4.733333333333333
Vladimir Menshov,1.176,6.3
Vladimir Mirzoev,0.608,6.7
Vladimir Mogilevsky,1.38,8.0
Vladimir Moiseenko,0.6,4.8
Vladimir Moiseyenko,0.98,7.85
Vladimir Murov,0.6,5.4
Vladimir Nabokov,0.6,6.8
Vladimir Nagorny,0.6,3.4
Vladimir Pankov,0.6,6.6
Vladimir Pasichnik,0.6,4.1
Vladimir Paskaljević,0.6,6.4
Vladimir Persov,0.6,6.8
Vladimir Polyakov,0.6,3.475
Vladimir Popović,0.675,5.3
Vladimir Portnov,0.6,3.1
Vladimir Presnyakov,0.6,6.65
Vladimir Rajcic,1.008,3.3
Vladimir Rakić,0.6,5.3
Vladimir Razarionov,0.6,3.7
Vladimir Shchegolkov,0.6,6.05
Vladimir Shevtsik,0.6,5.9
Vladimir Sorokin,0.694,6.5
Vladimir Stepanenko,0.6,6.9
Vladimir Subotić,0.6,4.8
Vladimir Svetozarov,0.6,6.833333333333333
Vladimir Tkachenko,0.6,6.8
Vladimir Toropchin,0.6,6.8
Vladimir Tsarenko,0.6,
Vladimir Tyumentsev,0.6,3.4
Vladimir Tyurin,0.6,6.4
Vladimir Ushakov,0.6,6.4
Vladimir Valutskiy,0.792,6.55
Vladimir Van Maule,0.6,2.7
Vladimir Vasilyev,0.6,6.633333333333333
Vladimir Viktorov,0.6,6.0
Vladimir Vodolagin,0.6,6.6
Vladimir Vojnovich,0.6,5.5
Vladimir Volkov,0.6,5.5
Vladimir Voronin,0.6,5.3
Vladimir Yakanin,0.6,5.8
Vladimir Yatsenko,0.6,6.7
Vladimir Yavachev,0.6,6.9
Vladimir Yevsikov,0.6,6.8
Vladimir Zajkin,0.6,5.6
Vladimir Zaykin,0.6,6.9
Vladimir Zhelezniakov,0.6,6.4
Vladimir Zheleznikov,0.6,6.6
Vladimiros Kiriakidis,0.828,5.8
Vladimír Adásek,0.6,5.5
Vladimír Barák,0.6,5.933333333333334
Vladimír Chrastil,0.6,4.2
Vladimír Drha,0.6,4.6
Vladimír Godár,0.6,7.2
Vladimír Heiser,0.828,4.2
Vladimír Holloš,0.6,6.1
Vladimír Holomek,0.6,1.5
Vladimír Kolář,0.6,3.7
Vladimír Körner,0.828,6.550000000000001
Vladimír Křepelka,0.6,5.6
Vladimír Lhoták,0.6,5.6
Vladimír Michálek,1.38,6.45
Vladimír Morávek,0.6,6.1
Vladimír Müller,0.6,7.6
Vladimír Pešek,0.6,8.2
Vladimír Páral,0.6,5.3
Vladimír Smutný,0.6,6.05
Vladimír Vízner,0.6,6.0
Vladimíra Fomínová,0.6,4.7
Vladislav Dolzhenko,0.6,4.3
Vladislav Khesin,0.6,4.1
Vladislav Kliment,0.6,6.9
Vladislav Krapivin,0.6,3.4
Vladislav Opelyants,0.656,6.45
Vladislav Romanov,0.694,5.8
Vladislav Ryashin,1.38,
Vladislav Vančura,0.6,6.1
Vladislava Fetisova,0.6,5.1
Vladislava Oksyuta,0.6,
Vladlen Odudenko,0.6,6.7
Vlado Balco,0.6,5.6
Vlado Cvetanovski,0.6,6.1
Vlado Škafar,0.6,4.75
Vlady Cnejevici,0.6,6.3
Vlady Pildysh,0.6,4.1
Vladyslav Dudka,0.6,6.8
Vlaicu Golcea,0.6,7.05
Vlasis Koutsoukos,0.6,5.9
Vlassis Stathoulias,0.6,6.8
Vlasta Pospíšilová,0.6,7.45
Vlasta Čtvrníčková,0.6,2.8
Vlastimir Petković,0.6,8.1
Vohn Regensburger,0.84,7.6
Vojislav Aralica,0.6,3.9
Vojislav Žanetić,0.6,5.8
Vojko Anzeljc,0.6,6.9
Vojo Zivojnovic,0.6,
Vojta Dukát,0.6,6.0
Vojtěch Duchoslav,0.6,7.7
Vojtěch Zavadil,0.6,6.1
Voletta Wallace,0.6,6.7
Volfango De Biasi,0.828,5.0
Volha Kavaliova,0.6,7.6
Volkan Sümbül,0.6,6.8
Volker Bahnemann,0.6,7.1
Volker Einrauch,0.84,6.35
Volker Engel,0.6,4.4
Volker Gerling,0.6,6.5
Volker Koepp,0.6,7.8
Volker Krappen,0.6,5.7
Volker Lorig,0.98,7.0
Volker Schaner,0.6,7.9
Volker Schlöndorff,1.286,6.840000000000001
Volker Schäfer,0.6,6.6
Volker Tittel,0.6,6.8
Volker Uri,0.6,8.3
Volkert Struycken,0.6,6.65
Volkhart Buff,1.38,6.3
Volko Kamensky,0.6,6.5
Volodymyr Furyk,0.6,5.1
Volodymyr Hronskyi,0.6,6.5
Volodymyr Kniazev,0.6,5.1
Volodymyr Tykhyy,0.84,7.65
Von De Guzman,0.6,6.3
Vondie Curtis-Hall,3.16,4.1
Vonne van der Meer,0.6,5.8
Vonnie Von Helmolt,0.6,6.8
Vonzell Scott,0.6,4.9
Vorawit Phonginsee,0.6,4.6
Voxi Bärenklau,0.6,6.8
Vratislav Marek,0.6,4.2
Vratislav Šlajer,0.6,7.2
Vsevolod Grechenev,0.6,5.9
Vsevolod Plotkin,0.6,3.3
Vu Anh Nguyen,0.6,3.2
Vu Le,0.6,4.8
Vuk Janic,0.6,8.4
Vuk Mitevski,0.6,6.25
Vuk Vukmirović,0.6,6.5
Vyacheslav Butusov,0.6,7.566666666666666
Vyacheslav Dyomin,0.6,4.5
Vyacheslav Lazarev,0.6,5.766666666666666
Vyacheslav Lisnevsky,0.6,3.1
Vyacheslav Murugov,0.6,6.5
Vyacheslav Rybakov,0.6,7.0
Vyacheslav Telnov,0.828,6.5
Vyacheslav Vidanov,0.6,7.2
Vyasan K.P.,0.6,5.1
Vygantas Bachmackij,0.6,3.7
Vygintas Kisevičius,0.6,
Vytautas Kizala,0.6,7.0
Vytautas Leistrumas,0.6,6.8
Vytautas Survila,0.6,7.8
Vytautas Vilimas,0.6,7.3
Vytautas Zekonis,0.6,7.8
Vytautas Žalakevičius,0.6,7.1
Václav Frank,0.6,4.4
Václav Marhoul,0.6,6.1
Václav Novák,0.6,5.4
Václav Tlapák,0.6,5.033333333333333
Václav Vorlíček,0.608,4.6000000000000005
"Vágvölgyi, B. András",0.6,6.0
Vânia Debs,0.6,6.6
Véra Belmont,0.6,6.45
Vérane Frédiani,0.6,6.8
Véronique Barnéoud,0.6,5.566666666666667
Véronique Boitout,0.6,8.3
Véronique Bruque,0.6,6.5
Véronique Djaouti,0.6,5.6
Véronique Frégosi,0.6,7.7
Véronique Grosperrin,0.6,6.0
Véronique Koch,0.6,4.3
Véronique Lamarche,0.6,5.8
Véronique Lange,0.6,6.271428571428571
Véronique Melery,0.6,7.6
Véronique Parnet,0.6,6.333333333333333
Véronique Puybaret,0.6,5.9
Véronique Reymond,0.6,6.6
Véronique Rofé,0.6,4.3
Véronique Rosa,0.6,4.5
Véronique Sacrez,0.6,6.433333333333334
Víctor Alejandro Tendler,0.6,6.8
Víctor Arregui,0.656,5.9
Víctor Barrera,0.6,2.7
Víctor Bartoli,0.6,5.0
Víctor Cruz,0.6,6.1
Víctor Erice,0.6,7.2
Víctor García León,0.6,6.3
Víctor Gaviria,0.6,6.7
Víctor González,0.6,6.4
Víctor Javier Bernardos,0.6,5.1
Víctor Maldonado,0.707,7.3
Víctor Molero,0.6,6.933333333333334
Víctor Reyes,0.6,4.48
Víctor Rojas,0.98,6.266666666666667
Víctor Sariñana,0.6,4.6
Víctor Simonet,0.6,7.5
Víctor Torales,0.6,4.5
Víctor Vidal,0.6,6.5
Víctor Villavicencio,0.6,6.0
Vít Janeček,0.6,
Vít Klusák,0.6,7.3
Vít Němeček,0.6,5.5
Vít Olmer,0.6,2.3
Věra Chytilová,0.84,6.033333333333334
Věra Krincvajová,0.6,7.7
W. B. Rao,0.6,4.4
W. Blake Herron,1.711,6.8999999999999995
W. Bruce Cameron,0.702,4.1
W. Haley Ho,0.98,7.7
W. Mott Hupfel III,0.6,6.35
W. Peter Iliff,1.581,6.5
W. Scott Peake,0.6,3.4
W. Somerset Maugham,0.609,6.5
W. Tray White,0.6,6.3
W. Wilder Knight II,0.6,7.3
W.D. Hogan,0.692,4.5
W.E. Salyer,0.6,6.4
W.W. Vought,0.6,4.8
WON Jongshik,0.6,6.2
Waan Hafiz,0.6,
Wachara Tantranont,0.6,5.1
Wade Jackson,0.6,
Wade Major,0.6,7.1
Wade Taves,0.6,4.65
Wade W. Danielson,0.6,6.1
Wade Wofford,0.6,8.8
Wade Yao,0.6,5.6
Wadt Thomsen,0.6,3.5
Wael Ehsan,0.725,6.516666666666667
Wagner Tiso,0.6,6.7
Wagner de Assis,0.6,2.2
Wah Ho Chan,0.6,6.4
Waha Al-Raheb,0.6,4.8
Wahei Tatematsu,0.6,6.7
Wahid Hamid,0.6,6.220000000000001
Wai Chiu Chung,0.6,6.275
Wai Ka-Fai,0.7569999999999998,6.12
Wai Kin Lam,0.788,6.7
Wai-Chung Chan,0.6,3.6
Wai-sum Chan,0.6,5.7
Waihoroi Shortland,0.6,5.7
Wailoon Chung,0.98,7.5
Waiwit Sangrat,0.6,4.2
Wajahat Rauf,1.62,3.5
Wajdi Mouawad,0.6,4.9
Wajid Khan,0.6,4.6
Wakako Miyashita,0.6,7.5
Walbercy Ribas,0.6,5.7
Waldemar Bergendahl,0.6,5.875
Waldemar Dziki,0.6,5.7
Waldemar Dąże,0.6,3.6
Waldemar Kalinowski,0.648,6.1
Waldemar Pokromski,0.6,6.85
Waldemar Szarek,0.6,3.6
Waldir Xavier,0.6,4.5
Waldo Salgado,0.6,6.2
Waldorff Smithereen,0.6,
Waleed Moursi,1.094,5.4
Walfredo Campos Maya Júnior,0.6,4.6
Wali Ching,0.6,7.7
Walkiria Barbosa,0.6,5.6
Wallace Chapman,0.6,5.5
Wallace King,0.6,4.4
Wallace L. Benepe,0.6,6.9
Wallace Shawn,3.356,4.6
Wallace Wolodarsky,2.366,6.36
Wallapa Pimthong,0.6,6.8
Wally Berger,0.6,
Wally Nichols,0.6,6.0
Wally Pfister,0.6,6.1000000000000005
Walt Becker,0.612,6.1
Walt Dohrn,3.167,6.800000000000001
Walt Whitman,0.6,6.3
Walter Baltzer,0.6,4.6
Walter Barnett,0.6,5.9
Walter Bortolotti,0.6,6.2
Walter Bretscher,0.6,5.9
Walter Cahall,0.6,6.6
Walter Caprara,0.6,6.5
Walter Carvalho,1.3999999999999995,6.720000000000001
Walter Dallas,0.6,7.8
Walter Deuber,0.6,7.0
Walter Doehner,0.694,6.25
Walter E. Riddlehoover,0.6,4.7
Walter F. Parkes,1.0583749999999998,6.424999999999999
